date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:59:34	5838/5838	---M-Z	200	added ('OK')	text/css	date:Mon,%2009%20Jan%202023%2019:20:05%20GMT	https://temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/buttons/buttons.css?ver=1673292005	C:/My%20Web%20Sites/https___temeats.com_/temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/buttons/buttonsf08d.css	(from https://temeats.com/)
11:59:35	406/406	---M-Z	200	added ('OK')	text/css	date:Mon,%2009%20Jan%202023%2019:20:05%20GMT	https://temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/buttonrow/buttonrow.css?ver=1673292005	C:/My%20Web%20Sites/https___temeats.com_/temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/buttonrow/buttonrowf08d.css	(from https://temeats.com/)
11:59:35	668/668	---M-Z	200	added ('OK')	application/rss+xml	date:Thu,%2004%20Nov%202021%2016:48:19%20GMT	https://temeats.com/comments/feed/	C:/My%20Web%20Sites/https___temeats.com_/temeats.com/comments/feed/index.html	(from https://temeats.com/)
11:59:35	908/908	---M-Z	200	added ('OK')	text/css	date:Mon,%2009%20Jan%202023%2019:20:05%20GMT	https://temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/buttons_fullwidth/buttons_fullwidth.css?ver=1673292005	C:/My%20Web%20Sites/https___temeats.com_/temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/buttons_fullwidth/buttons_fullwidthf08d.css	(from https://temeats.com/)
11:59:35	1027/1027	---M-Z	200	added ('OK')	text/css	date:Mon,%2009%20Jan%202023%2019:20:05%20GMT	https://temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/catalogue/catalogue.css?ver=1673292005	C:/My%20Web%20Sites/https___temeats.com_/temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/catalogue/cataloguef08d.css	(from https://temeats.com/)
11:59:35	4524/4524	---M-Z	200	added ('OK')	text/css	date:Mon,%2009%20Jan%202023%2019:20:05%20GMT	https://temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/comments/comments.css?ver=1673292005	C:/My%20Web%20Sites/https___temeats.com_/temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/comments/commentsf08d.css	(from https://temeats.com/)
11:59:35	11463/11463	---M-Z	200	added ('OK')	text/css	date:Mon,%2009%20Jan%202023%2019:20:05%20GMT	https://temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/contact/contact.css?ver=1673292005	C:/My%20Web%20Sites/https___temeats.com_/temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/contact/contactf08d.css	(from https://temeats.com/)
11:59:36	663/663	---M-Z	200	added ('OK')	application/rss+xml	date:Thu,%2004%20Nov%202021%2016:48:19%20GMT	https://temeats.com/homepage/feed/	C:/My%20Web%20Sites/https___temeats.com_/temeats.com/homepage/feed/index.html	(from https://temeats.com/)
11:59:36	11332/11332	---M-Z	200	added ('OK')	text/css	date:Mon,%2009%20Jan%202023%2019:20:05%20GMT	https://temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/slideshow/slideshow.css?ver=1673292005	C:/My%20Web%20Sites/https___temeats.com_/temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/slideshow/slideshowf08d.css	(from https://temeats.com/)
11:59:36	3573/3573	---M-Z	200	added ('OK')	text/css	date:Mon,%2009%20Jan%202023%2019:20:05%20GMT	https://temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/contentslider/contentslider.css?ver=1673292005	C:/My%20Web%20Sites/https___temeats.com_/temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/contentslider/contentsliderf08d.css	(from https://temeats.com/)
11:59:36	1652/1652	---M-Z	200	added ('OK')	text/css	date:Mon,%2009%20Jan%202023%2019:20:05%20GMT	https://temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/countdown/countdown.css?ver=1673292005	C:/My%20Web%20Sites/https___temeats.com_/temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/countdown/countdownf08d.css	(from https://temeats.com/)
11:59:36	1979/1979	---M-Z	200	added ('OK')	text/css	date:Mon,%2009%20Jan%202023%2019:20:05%20GMT	https://temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/gallery/gallery.css?ver=1673292005	C:/My%20Web%20Sites/https___temeats.com_/temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/gallery/galleryf08d.css	(from https://temeats.com/)
11:59:37	3012/3012	---M-Z	200	added ('OK')	text/css	date:Mon,%2009%20Jan%202023%2019:20:05%20GMT	https://temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/gallery_horizontal/gallery_horizontal.css?ver=1673292005	C:/My%20Web%20Sites/https___temeats.com_/temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/gallery_horizontal/gallery_horizontalf08d.css	(from https://temeats.com/)
11:59:37	1631/1631	---M-Z	200	added ('OK')	text/css	date:Mon,%2009%20Jan%202023%2019:20:05%20GMT	https://temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/google_maps/google_maps.css?ver=1673292005	C:/My%20Web%20Sites/https___temeats.com_/temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/google_maps/google_mapsf08d.css	(from https://temeats.com/)
11:59:37	2013/2013	---M-Z	200	added ('OK')	text/css	date:Mon,%2009%20Jan%202023%2019:20:05%20GMT	https://temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/grid_row/grid_row.css?ver=1673292005	C:/My%20Web%20Sites/https___temeats.com_/temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/grid_row/grid_rowf08d.css	(from https://temeats.com/)
11:59:37	3827/3827	---M-Z	200	added ('OK')	text/css	date:Mon,%2009%20Jan%202023%2019:20:05%20GMT	https://temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/heading/heading.css?ver=1673292005	C:/My%20Web%20Sites/https___temeats.com_/temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/heading/headingf08d.css	(from https://temeats.com/)
11:59:38	1497/1497	---M-Z	200	added ('OK')	text/css	date:Mon,%2009%20Jan%202023%2019:20:05%20GMT	https://temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/headline_rotator/headline_rotator.css?ver=1673292005	C:/My%20Web%20Sites/https___temeats.com_/temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/headline_rotator/headline_rotatorf08d.css	(from https://temeats.com/)
11:59:38	1775/1775	---M-Z	200	added ('OK')	text/css	date:Mon,%2009%20Jan%202023%2019:20:05%20GMT	https://temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/hr/hr.css?ver=1673292005	C:/My%20Web%20Sites/https___temeats.com_/temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/hr/hrf08d.css	(from https://temeats.com/)
11:59:38	1847/1847	---M-Z	200	added ('OK')	text/css	date:Mon,%2009%20Jan%202023%2019:20:05%20GMT	https://temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/icon/icon.css?ver=1673292005	C:/My%20Web%20Sites/https___temeats.com_/temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/icon/iconf08d.css	(from https://temeats.com/)
11:59:38	2861/2861	---M-Z	200	added ('OK')	text/css	date:Mon,%2009%20Jan%202023%2019:20:05%20GMT	https://temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/icon_circles/icon_circles.css?ver=1673292005	C:/My%20Web%20Sites/https___temeats.com_/temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/icon_circles/icon_circlesf08d.css	(from https://temeats.com/)
11:59:38	2479/2479	---M-Z	200	added ('OK')	text/css	date:Mon,%2009%20Jan%202023%2019:20:05%20GMT	https://temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/iconbox/iconbox.css?ver=1673292005	C:/My%20Web%20Sites/https___temeats.com_/temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/iconbox/iconboxf08d.css	(from https://temeats.com/)
11:59:39	10166/10166	---M-Z	200	added ('OK')	text/css	date:Mon,%2009%20Jan%202023%2019:20:05%20GMT	https://temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/icongrid/icongrid.css?ver=1673292005	C:/My%20Web%20Sites/https___temeats.com_/temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/icongrid/icongridf08d.css	(from https://temeats.com/)
11:59:39	3402/3402	---M-Z	200	added ('OK')	text/css	date:Mon,%2009%20Jan%202023%2019:20:05%20GMT	https://temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/iconlist/iconlist.css?ver=1673292005	C:/My%20Web%20Sites/https___temeats.com_/temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/iconlist/iconlistf08d.css	(from https://temeats.com/)
11:59:39	6138/6138	---M-Z	200	added ('OK')	text/css	date:Mon,%2009%20Jan%202023%2019:20:05%20GMT	https://temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/image/image.css?ver=1673292005	C:/My%20Web%20Sites/https___temeats.com_/temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/image/imagef08d.css	(from https://temeats.com/)
11:59:39	3663/3663	---M-Z	200	added ('OK')	text/css	date:Mon,%2009%20Jan%202023%2019:20:05%20GMT	https://temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/image_hotspots/image_hotspots.css?ver=1673292005	C:/My%20Web%20Sites/https___temeats.com_/temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/image_hotspots/image_hotspotsf08d.css	(from https://temeats.com/)
11:59:39	3927/3927	---M-Z	200	added ('OK')	text/css	date:Mon,%2009%20Jan%202023%2019:20:05%20GMT	https://temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/magazine/magazine.css?ver=1673292005	C:/My%20Web%20Sites/https___temeats.com_/temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/magazine/magazinef08d.css	(from https://temeats.com/)
11:59:40	17505/17505	---M-Z	200	added ('OK')	text/css	date:Mon,%2009%20Jan%202023%2019:20:05%20GMT	https://temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/masonry_entries/masonry_entries.css?ver=1673292005	C:/My%20Web%20Sites/https___temeats.com_/temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/masonry_entries/masonry_entriesf08d.css	(from https://temeats.com/)
11:59:40	1789/1789	---M-Z	200	added ('OK')	text/css	date:Mon,%2009%20Jan%202023%2019:20:05%20GMT	https://temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/css/avia-snippet-site-preloader.css?ver=1673292005	C:/My%20Web%20Sites/https___temeats.com_/temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/css/avia-snippet-site-preloaderf08d.css	(from https://temeats.com/)
11:59:40	7786/7786	---M-Z	200	added ('OK')	text/css	date:Mon,%2009%20Jan%202023%2019:20:05%20GMT	https://temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/menu/menu.css?ver=1673292005	C:/My%20Web%20Sites/https___temeats.com_/temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/menu/menuf08d.css	(from https://temeats.com/)
11:59:40	2823/2823	---M-Z	200	added ('OK')	text/css	date:Mon,%2009%20Jan%202023%2019:20:05%20GMT	https://temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/notification/notification.css?ver=1673292005	C:/My%20Web%20Sites/https___temeats.com_/temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/notification/notificationf08d.css	(from https://temeats.com/)
11:59:41	2260/2260	---M-Z	200	added ('OK')	text/css	date:Mon,%2009%20Jan%202023%2019:20:05%20GMT	https://temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/numbers/numbers.css?ver=1673292005	C:/My%20Web%20Sites/https___temeats.com_/temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/numbers/numbersf08d.css	(from https://temeats.com/)
11:59:41	8775/8775	---M-Z	200	added ('OK')	text/css	date:Mon,%2009%20Jan%202023%2019:20:05%20GMT	https://temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/portfolio/portfolio.css?ver=1673292005	C:/My%20Web%20Sites/https___temeats.com_/temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/portfolio/portfoliof08d.css	(from https://temeats.com/)
11:59:41	953/953	---M-Z	200	added ('OK')	text/css	date:Mon,%2009%20Jan%202023%2019:20:05%20GMT	https://temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/post_metadata/post_metadata.css?ver=1673292005	C:/My%20Web%20Sites/https___temeats.com_/temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/post_metadata/post_metadataf08d.css	(from https://temeats.com/)
11:59:41	2000/2000	---M-Z	200	added ('OK')	text/css	date:Mon,%2009%20Jan%202023%2019:20:05%20GMT	https://temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/progressbar/progressbar.css?ver=1673292005	C:/My%20Web%20Sites/https___temeats.com_/temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/progressbar/progressbarf08d.css	(from https://temeats.com/)
11:59:41	1382/1382	---M-Z	200	added ('OK')	text/css	date:Mon,%2009%20Jan%202023%2019:20:05%20GMT	https://temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/promobox/promobox.css?ver=1673292005	C:/My%20Web%20Sites/https___temeats.com_/temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/promobox/promoboxf08d.css	(from https://temeats.com/)
11:59:42	4188/4188	---M-Z	200	added ('OK')	text/css	date:Mon,%2009%20Jan%202023%2019:20:05%20GMT	https://temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/search/search.css?ver=1673292005	C:/My%20Web%20Sites/https___temeats.com_/temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/search/searchf08d.css	(from https://temeats.com/)
11:59:42	1886/1886	---M-Z	200	added ('OK')	text/css	date:Mon,%2009%20Jan%202023%2019:20:05%20GMT	https://temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/slideshow_accordion/slideshow_accordion.css?ver=1673292005	C:/My%20Web%20Sites/https___temeats.com_/temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/slideshow_accordion/slideshow_accordionf08d.css	(from https://temeats.com/)
11:59:42	1318/1318	---M-Z	200	added ('OK')	text/css	date:Mon,%2009%20Jan%202023%2019:20:05%20GMT	https://temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/slideshow_feature_image/slideshow_feature_image.css?ver=1673292005	C:/My%20Web%20Sites/https___temeats.com_/temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/slideshow_feature_image/slideshow_feature_imagef08d.css	(from https://temeats.com/)
11:59:42	4624/4624	---M-Z	200	added ('OK')	text/css	date:Mon,%2009%20Jan%202023%2019:20:05%20GMT	https://temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/slideshow_fullsize/slideshow_fullsize.css?ver=1673292005	C:/My%20Web%20Sites/https___temeats.com_/temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/slideshow_fullsize/slideshow_fullsizef08d.css	(from https://temeats.com/)
11:59:42	1668/1668	---M-Z	200	added ('OK')	text/css	date:Mon,%2009%20Jan%202023%2019:20:05%20GMT	https://temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/slideshow_fullscreen/slideshow_fullscreen.css?ver=1673292005	C:/My%20Web%20Sites/https___temeats.com_/temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/slideshow_fullscreen/slideshow_fullscreenf08d.css	(from https://temeats.com/)
11:59:43	4155/4155	---M-Z	200	added ('OK')	text/css	date:Mon,%2009%20Jan%202023%2019:20:05%20GMT	https://temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/slideshow_layerslider/slideshow_layerslider.css?ver=1673292005	C:/My%20Web%20Sites/https___temeats.com_/temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/slideshow_layerslider/slideshow_layersliderf08d.css	(from https://temeats.com/)
11:59:43	8946/8946	---M-Z	200	added ('OK')	text/css	date:Mon,%2009%20Jan%202023%2019:20:05%20GMT	https://temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/social_share/social_share.css?ver=1673292005	C:/My%20Web%20Sites/https___temeats.com_/temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/social_share/social_sharef08d.css	(from https://temeats.com/)
11:59:43	9004/9004	---M-Z	200	added ('OK')	text/css	date:Mon,%2009%20Jan%202023%2019:20:05%20GMT	https://temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/tab_section/tab_section.css?ver=1673292005	C:/My%20Web%20Sites/https___temeats.com_/temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/tab_section/tab_sectionf08d.css	(from https://temeats.com/)
11:59:43	5585/5585	---M-Z	200	added ('OK')	text/css	date:Mon,%2009%20Jan%202023%2019:20:05%20GMT	https://temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/table/table.css?ver=1673292005	C:/My%20Web%20Sites/https___temeats.com_/temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/table/tablef08d.css	(from https://temeats.com/)
11:59:44	3000/3000	---M-Z	200	added ('OK')	text/css	date:Mon,%2009%20Jan%202023%2019:20:05%20GMT	https://temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/tabs/tabs.css?ver=1673292005	C:/My%20Web%20Sites/https___temeats.com_/temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/tabs/tabsf08d.css	(from https://temeats.com/)
11:59:44	2691/2691	---M-Z	200	added ('OK')	text/css	date:Mon,%2009%20Jan%202023%2019:20:05%20GMT	https://temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/team/team.css?ver=1673292005	C:/My%20Web%20Sites/https___temeats.com_/temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/team/teamf08d.css	(from https://temeats.com/)
11:59:44	7602/7602	---M-Z	200	added ('OK')	text/css	date:Mon,%2009%20Jan%202023%2019:20:05%20GMT	https://temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/testimonials/testimonials.css?ver=1673292005	C:/My%20Web%20Sites/https___temeats.com_/temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/testimonials/testimonialsf08d.css	(from https://temeats.com/)
11:59:44	24293/24293	---M-Z	200	added ('OK')	text/css	date:Mon,%2009%20Jan%202023%2019:20:05%20GMT	https://temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/timeline/timeline.css?ver=1673292005	C:/My%20Web%20Sites/https___temeats.com_/temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/timeline/timelinef08d.css	(from https://temeats.com/)
11:59:44	3911/3911	---M-Z	200	added ('OK')	text/css	date:Mon,%2009%20Jan%202023%2019:20:05%20GMT	https://temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/toggles/toggles.css?ver=1673292005	C:/My%20Web%20Sites/https___temeats.com_/temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/toggles/togglesf08d.css	(from https://temeats.com/)
11:59:45	1258/1258	---M-Z	200	added ('OK')	text/css	date:Mon,%2009%20Jan%202023%2019:20:05%20GMT	https://temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/video/video.css?ver=1673292005	C:/My%20Web%20Sites/https___temeats.com_/temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-templatebuilder/avia-shortcodes/video/videof08d.css	(from https://temeats.com/)
11:59:45	21388/21388	---M-Z	200	added ('OK')	text/css	date:Mon,%2009%20Jan%202023%2019:20:05%20GMT	https://temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-layerslider/LayerSlider/assets/static/layerslider/css/layerslider.css?ver=1673292005	C:/My%20Web%20Sites/https___temeats.com_/temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/config-layerslider/LayerSlider/assets/static/layerslider/css/layersliderf08d.css	(from https://temeats.com/)
11:59:45	94889/94889	---M-Z	200	added ('OK')	text/css	date:Thu,%2024%20Nov%202022%2002:04:48%20GMT	https://temeats.com/wp-includes/css/dist/block-library/style.min.css?ver=2becd11e6c9f372057a60630b92b8084	C:/My%20Web%20Sites/https___temeats.com_/temeats.com/wp-includes/css/dist/block-library/style.minc764.css	(from https://temeats.com/)
11:59:45	358/358	---M-Z	200	added ('OK')	text/css	date:Mon,%2009%20Jan%202023%2019:20:05%20GMT	https://temeats.com/wp-content/cache/min/1/wp-content/plugins/top-bar/css/topbar_style.css?ver=1673292005	C:/My%20Web%20Sites/https___temeats.com_/temeats.com/wp-content/cache/min/1/wp-content/plugins/top-bar/css/topbar_stylef08d.css	(from https://temeats.com/)
11:59:45	32992/32992	---M-Z	200	added ('OK')	text/css	date:Mon,%2009%20Jan%202023%2019:20:05%20GMT	https://temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/css/shortcodes.css?ver=1673292005	C:/My%20Web%20Sites/https___temeats.com_/temeats.com/wp-content/cache/min/1/wp-content/themes/enfold/css/shortcodesf08d.css	(from https://temeats.com/)
